nome,estado,cidade,lat,lon,plano,mensalidade
Henry Campos,CE,Fortaleza,-3.7319,-38.5267,300MB,129
Danilo Freitas,SP,São Paulo,-23.5505,-46.6333,100MB,99
Joaquim Peixoto,PE,Recife,-8.0476,-34.877,100MB,99
Lorenzo da Paz,PR,Curitiba,-25.4284,-49.2733,1GB,199
Maria Helena da Mata,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Sr. Enzo Gabriel Novais,SP,São Paulo,-23.5505,-46.6333,300MB,129
Gael Henrique Porto,SP,São Paulo,-23.5505,-46.6333,100MB,99
Manuela Teixeira,CE,Fortaleza,-3.7319,-38.5267,500MB,159
Srta. Rafaela Brito,PR,Curitiba,-25.4284,-49.2733,100MB,99
Nicole Nunes,PE,Recife,-8.0476,-34.877,100MB,99
João Casa Grande,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Renan Caldeira,BA,Salvador,-12.9714,-38.5014,300MB,129
Hadassa Cavalcante,PE,Recife,-8.0476,-34.877,500MB,159
Brayan Monteiro,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Anna Liz da Mata,MG,Belo Horizonte,-19.9167,-43.9345,100MB,99
Sr. Calebe Moraes,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Maria Julia Nogueira,SP,São Paulo,-23.5505,-46.6333,500MB,159
Yasmin Aragão,BA,Salvador,-12.9714,-38.5014,100MB,99
Sr. João Guilherme Fogaça,PE,Recife,-8.0476,-34.877,100MB,99
Samuel Oliveira,BA,Salvador,-12.9714,-38.5014,300MB,129
Aylla Peixoto,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
Vitor Gabriel Marques,MG,Belo Horizonte,-19.9167,-43.9345,500MB,159
Arthur Gabriel Aparecida,BA,Salvador,-12.9714,-38.5014,500MB,159
Lavínia Porto,CE,Fortaleza,-3.7319,-38.5267,1GB,199
Matheus Gonçalves,SP,São Paulo,-23.5505,-46.6333,1GB,199
Asafe da Costa,PE,Recife,-8.0476,-34.877,1GB,199
Laís Marques,SP,São Paulo,-23.5505,-46.6333,300MB,129
Srta. Sara Leão,PR,Curitiba,-25.4284,-49.2733,1GB,199
Dr. Pedro Henrique Gomes,SP,São Paulo,-23.5505,-46.6333,500MB,159
Vinícius Correia,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Ana Sophia Sá,SP,São Paulo,-23.5505,-46.6333,1GB,199
Enrico Vasconcelos,CE,Fortaleza,-3.7319,-38.5267,1GB,199
Marina Farias,RJ,Rio de Janeiro,-22.9068,-43.1729,300MB,129
Lunna Camargo,SP,São Paulo,-23.5505,-46.6333,300MB,129
Lavínia Câmara,SP,São Paulo,-23.5505,-46.6333,300MB,129
Diogo Freitas,SP,São Paulo,-23.5505,-46.6333,1GB,199
Bryan Borges,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Thomas Sousa,CE,Fortaleza,-3.7319,-38.5267,500MB,159
Lavínia Rezende,CE,Fortaleza,-3.7319,-38.5267,1GB,199
Samuel Vasconcelos,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
Bruno Pereira,SP,São Paulo,-23.5505,-46.6333,500MB,159
Emilly Santos,RJ,Rio de Janeiro,-22.9068,-43.1729,300MB,129
Srta. Maria Alice Alves,MG,Belo Horizonte,-19.9167,-43.9345,100MB,99
Vitor Borges,CE,Fortaleza,-3.7319,-38.5267,500MB,159
Isaque Cardoso,MG,Belo Horizonte,-19.9167,-43.9345,300MB,129
Olívia da Cunha,SP,São Paulo,-23.5505,-46.6333,300MB,129
Dra. Maria Vitória Porto,SP,São Paulo,-23.5505,-46.6333,300MB,129
João Lucas Alves,BA,Salvador,-12.9714,-38.5014,300MB,129
Vitor Gabriel Vasconcelos,PE,Recife,-8.0476,-34.877,500MB,159
Rebeca Macedo,PE,Recife,-8.0476,-34.877,1GB,199
Letícia Câmara,CE,Fortaleza,-3.7319,-38.5267,300MB,129
Marcela da Cunha,BA,Salvador,-12.9714,-38.5014,500MB,159
Kevin Farias,PR,Curitiba,-25.4284,-49.2733,500MB,159
Pietra Santos,SP,São Paulo,-23.5505,-46.6333,300MB,129
Dr. Danilo Lopes,PE,Recife,-8.0476,-34.877,300MB,129
Daniel Farias,SP,São Paulo,-23.5505,-46.6333,300MB,129
Laura da Paz,CE,Fortaleza,-3.7319,-38.5267,500MB,159
Nicole Costela,CE,Fortaleza,-3.7319,-38.5267,100MB,99
Davi Miguel da Rocha,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
Levi Carvalho,SP,São Paulo,-23.5505,-46.6333,300MB,129
Sr. Samuel Carvalho,MG,Belo Horizonte,-19.9167,-43.9345,300MB,129
Paulo Santos,RJ,Rio de Janeiro,-22.9068,-43.1729,300MB,129
Aurora da Costa,SP,São Paulo,-23.5505,-46.6333,1GB,199
Maria Laura Aparecida,MG,Belo Horizonte,-19.9167,-43.9345,300MB,129
Davi Lucas Moreira,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Isaque Teixeira,PR,Curitiba,-25.4284,-49.2733,100MB,99
Mathias Pimenta,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Sra. Elisa Cavalcante,CE,Fortaleza,-3.7319,-38.5267,1GB,199
André Moreira,CE,Fortaleza,-3.7319,-38.5267,1GB,199
Valentim Marques,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
Sr. José Miguel Novaes,PR,Curitiba,-25.4284,-49.2733,100MB,99
Lorena Alves,SP,São Paulo,-23.5505,-46.6333,1GB,199
Otávio Silveira,BA,Salvador,-12.9714,-38.5014,1GB,199
Ryan Carvalho,BA,Salvador,-12.9714,-38.5014,500MB,159
João Pedro Moura,MG,Belo Horizonte,-19.9167,-43.9345,500MB,159
Lorena Cirino,PE,Recife,-8.0476,-34.877,100MB,99
Zoe Garcia,CE,Fortaleza,-3.7319,-38.5267,500MB,159
Sara da Luz,SP,São Paulo,-23.5505,-46.6333,100MB,99
Leandro Brito,CE,Fortaleza,-3.7319,-38.5267,500MB,159
Mariane Souza,RJ,Rio de Janeiro,-22.9068,-43.1729,300MB,129
Lucas Gabriel da Cunha,MG,Belo Horizonte,-19.9167,-43.9345,100MB,99
Carlos Eduardo Cunha,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
Maria Liz Guerra,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
João Guilherme Cassiano,CE,Fortaleza,-3.7319,-38.5267,1GB,199
Srta. Marina Cardoso,SP,São Paulo,-23.5505,-46.6333,500MB,159
Alice da Conceição,PE,Recife,-8.0476,-34.877,100MB,99
Alexia Souza,MG,Belo Horizonte,-19.9167,-43.9345,500MB,159
Ryan da Mota,RJ,Rio de Janeiro,-22.9068,-43.1729,1GB,199
Davi Lucas Azevedo,MG,Belo Horizonte,-19.9167,-43.9345,500MB,159
Felipe Oliveira,SP,São Paulo,-23.5505,-46.6333,1GB,199
Marcela Aparecida,BA,Salvador,-12.9714,-38.5014,300MB,129
Davi Vieira,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Lucca da Cruz,PR,Curitiba,-25.4284,-49.2733,300MB,129
Henry Rocha,CE,Fortaleza,-3.7319,-38.5267,1GB,199
Dra. Isabella Melo,PR,Curitiba,-25.4284,-49.2733,100MB,99
Raquel Camargo,PE,Recife,-8.0476,-34.877,1GB,199
Arthur Moreira,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Joaquim Marques,BA,Salvador,-12.9714,-38.5014,300MB,129
Pedro Miguel Pinto,PR,Curitiba,-25.4284,-49.2733,300MB,129
Ágatha Silveira,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Alexandre Jesus,BA,Salvador,-12.9714,-38.5014,500MB,159
Dra. Ana Julia Sales,BA,Salvador,-12.9714,-38.5014,300MB,129
Emanuella da Conceição,PE,Recife,-8.0476,-34.877,300MB,129
Maria Barros,MG,Belo Horizonte,-19.9167,-43.9345,500MB,159
Dra. Mariah Barros,CE,Fortaleza,-3.7319,-38.5267,500MB,159
Danilo Nunes,PR,Curitiba,-25.4284,-49.2733,500MB,159
Sarah Alves,BA,Salvador,-12.9714,-38.5014,500MB,159
Sra. Maria Cecília Mendes,BA,Salvador,-12.9714,-38.5014,500MB,159
Lorenzo da Costa,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
Sr. João Guilherme Sampaio,PR,Curitiba,-25.4284,-49.2733,300MB,129
Srta. Alícia Albuquerque,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Dr. Isaac Castro,PR,Curitiba,-25.4284,-49.2733,300MB,129
Dom da Cunha,PE,Recife,-8.0476,-34.877,1GB,199
Sr. Danilo Camargo,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
Dra. Ana Laura Câmara,CE,Fortaleza,-3.7319,-38.5267,300MB,129
Mateus da Cruz,SP,São Paulo,-23.5505,-46.6333,500MB,159
Ester Aparecida,SP,São Paulo,-23.5505,-46.6333,100MB,99
Srta. Maria Luiza Castro,MG,Belo Horizonte,-19.9167,-43.9345,500MB,159
José Carvalho,PR,Curitiba,-25.4284,-49.2733,300MB,129
Sr. Mathias Gonçalves,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
Sra. Brenda Montenegro,PE,Recife,-8.0476,-34.877,300MB,129
Murilo Caldeira,RJ,Rio de Janeiro,-22.9068,-43.1729,1GB,199
Lívia Pacheco,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Pietro Costa,MG,Belo Horizonte,-19.9167,-43.9345,300MB,129
Erick da Mota,PE,Recife,-8.0476,-34.877,1GB,199
Stella Nascimento,PE,Recife,-8.0476,-34.877,300MB,129
Benicio Sá,BA,Salvador,-12.9714,-38.5014,500MB,159
Isaque Nunes,PE,Recife,-8.0476,-34.877,500MB,159
Dom Sampaio,RJ,Rio de Janeiro,-22.9068,-43.1729,1GB,199
Henry Souza,BA,Salvador,-12.9714,-38.5014,500MB,159
Sra. Ana Laura Monteiro,SP,São Paulo,-23.5505,-46.6333,300MB,129
Bella da Paz,BA,Salvador,-12.9714,-38.5014,1GB,199
Maria Clara Pereira,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Jade Pimenta,CE,Fortaleza,-3.7319,-38.5267,300MB,129
Sr. Enrico Moraes,CE,Fortaleza,-3.7319,-38.5267,500MB,159
Davi Luiz Andrade,PR,Curitiba,-25.4284,-49.2733,1GB,199
Nicole Souza,BA,Salvador,-12.9714,-38.5014,1GB,199
Yan Lima,PR,Curitiba,-25.4284,-49.2733,100MB,99
Lorena Caldeira,CE,Fortaleza,-3.7319,-38.5267,500MB,159
Fernando Lopes,MG,Belo Horizonte,-19.9167,-43.9345,500MB,159
Zoe Pinto,CE,Fortaleza,-3.7319,-38.5267,500MB,159
Luiz Henrique Sampaio,BA,Salvador,-12.9714,-38.5014,500MB,159
Isaque Moraes,BA,Salvador,-12.9714,-38.5014,500MB,159
Maria Cecília Duarte,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Arthur Câmara,SP,São Paulo,-23.5505,-46.6333,300MB,129
Samuel Souza,CE,Fortaleza,-3.7319,-38.5267,500MB,159
Hadassa Alves,BA,Salvador,-12.9714,-38.5014,100MB,99
Dra. Fernanda Cavalcante,SP,São Paulo,-23.5505,-46.6333,500MB,159
Bruna Pinto,PE,Recife,-8.0476,-34.877,300MB,129
Stella Borges,PR,Curitiba,-25.4284,-49.2733,100MB,99
Maria Alice da Luz,MG,Belo Horizonte,-19.9167,-43.9345,300MB,129
Luara Porto,MG,Belo Horizonte,-19.9167,-43.9345,500MB,159
Maria Alice Santos,PE,Recife,-8.0476,-34.877,100MB,99
Vicente Correia,PR,Curitiba,-25.4284,-49.2733,1GB,199
Vitor Teixeira,SP,São Paulo,-23.5505,-46.6333,300MB,129
Sr. Thales Caldeira,CE,Fortaleza,-3.7319,-38.5267,500MB,159
Maria Helena Moreira,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
Sr. André Cardoso,CE,Fortaleza,-3.7319,-38.5267,100MB,99
Clarice Albuquerque,BA,Salvador,-12.9714,-38.5014,100MB,99
João da Mata,BA,Salvador,-12.9714,-38.5014,1GB,199
Milena Peixoto,RJ,Rio de Janeiro,-22.9068,-43.1729,300MB,129
Dra. Clarice Cavalcante,PE,Recife,-8.0476,-34.877,100MB,99
Marina Sousa,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
Amanda Jesus,SP,São Paulo,-23.5505,-46.6333,1GB,199
Melina Mendonça,SP,São Paulo,-23.5505,-46.6333,100MB,99
Kaique Albuquerque,PR,Curitiba,-25.4284,-49.2733,300MB,129
Théo Lopes,PR,Curitiba,-25.4284,-49.2733,1GB,199
Natália Lopes,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
João Guilherme Ferreira,PR,Curitiba,-25.4284,-49.2733,500MB,159
Catarina Carvalho,MG,Belo Horizonte,-19.9167,-43.9345,500MB,159
Sr. Leonardo Cirino,CE,Fortaleza,-3.7319,-38.5267,100MB,99
Sra. Lunna Araújo,PR,Curitiba,-25.4284,-49.2733,100MB,99
Pedro Miguel Costela,CE,Fortaleza,-3.7319,-38.5267,1GB,199
Dr. Bryan Pacheco,PE,Recife,-8.0476,-34.877,100MB,99
Rebeca Gonçalves,CE,Fortaleza,-3.7319,-38.5267,500MB,159
João Guilherme Casa Grande,PE,Recife,-8.0476,-34.877,300MB,129
Maria Liz Almeida,PE,Recife,-8.0476,-34.877,100MB,99
Dr. Vitor Garcia,BA,Salvador,-12.9714,-38.5014,300MB,129
Sr. Thomas Mendonça,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
Eloá Novais,SP,São Paulo,-23.5505,-46.6333,1GB,199
Léo Costela,SP,São Paulo,-23.5505,-46.6333,1GB,199
Dra. Maria Laura Pires,PR,Curitiba,-25.4284,-49.2733,300MB,129
Yasmin Campos,PR,Curitiba,-25.4284,-49.2733,100MB,99
Murilo Sá,CE,Fortaleza,-3.7319,-38.5267,300MB,129
Ester Correia,PE,Recife,-8.0476,-34.877,300MB,129
Heloisa Andrade,SP,São Paulo,-23.5505,-46.6333,1GB,199
Isaac Barbosa,MG,Belo Horizonte,-19.9167,-43.9345,300MB,129
Vinicius Vasconcelos,RJ,Rio de Janeiro,-22.9068,-43.1729,1GB,199
Sara Machado,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
Aurora Rodrigues,SP,São Paulo,-23.5505,-46.6333,500MB,159
Léo Mendes,PE,Recife,-8.0476,-34.877,300MB,129
Vicente Jesus,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
Rafaela Brito,CE,Fortaleza,-3.7319,-38.5267,1GB,199
Levi Rezende,RJ,Rio de Janeiro,-22.9068,-43.1729,300MB,129
Luísa Macedo,SP,São Paulo,-23.5505,-46.6333,300MB,129
Gael Mendes,BA,Salvador,-12.9714,-38.5014,100MB,99
Bernardo Vargas,MG,Belo Horizonte,-19.9167,-43.9345,100MB,99
Caio Souza,PE,Recife,-8.0476,-34.877,300MB,129
Lucca Fernandes,MG,Belo Horizonte,-19.9167,-43.9345,100MB,99
Raquel Alves,PR,Curitiba,-25.4284,-49.2733,1GB,199
Josué Nunes,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Ana Cecília Duarte,MG,Belo Horizonte,-19.9167,-43.9345,500MB,159
Antonella das Neves,CE,Fortaleza,-3.7319,-38.5267,100MB,99
Kaique Albuquerque,PR,Curitiba,-25.4284,-49.2733,300MB,129
Ana Laura Silveira,MG,Belo Horizonte,-19.9167,-43.9345,300MB,129
Lucas Gabriel Sousa,MG,Belo Horizonte,-19.9167,-43.9345,100MB,99
Maria Sophia Câmara,BA,Salvador,-12.9714,-38.5014,500MB,159
Gustavo Henrique Peixoto,PE,Recife,-8.0476,-34.877,300MB,129
Renan Abreu,PE,Recife,-8.0476,-34.877,500MB,159
Maria Cavalcante,PR,Curitiba,-25.4284,-49.2733,1GB,199
Brayan Fonseca,RJ,Rio de Janeiro,-22.9068,-43.1729,300MB,129
Benjamim Carvalho,SP,São Paulo,-23.5505,-46.6333,1GB,199
Pedro Miguel Vieira,MG,Belo Horizonte,-19.9167,-43.9345,100MB,99
Sabrina Rocha,BA,Salvador,-12.9714,-38.5014,300MB,129
Pedro Cavalcanti,SP,São Paulo,-23.5505,-46.6333,1GB,199
Bruno Abreu,PR,Curitiba,-25.4284,-49.2733,300MB,129
Luiza Albuquerque,BA,Salvador,-12.9714,-38.5014,500MB,159
Augusto Aparecida,PE,Recife,-8.0476,-34.877,300MB,129
Joana Machado,PE,Recife,-8.0476,-34.877,500MB,159
Camila da Costa,BA,Salvador,-12.9714,-38.5014,500MB,159
Yan Gomes,CE,Fortaleza,-3.7319,-38.5267,500MB,159
Ana Júlia Nogueira,PE,Recife,-8.0476,-34.877,500MB,159
Srta. Natália da Rosa,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Luiz Fernando Almeida,MG,Belo Horizonte,-19.9167,-43.9345,500MB,159
Ana Carolina Alves,RJ,Rio de Janeiro,-22.9068,-43.1729,300MB,129
Vicente Campos,PR,Curitiba,-25.4284,-49.2733,100MB,99
Alice Rios,SP,São Paulo,-23.5505,-46.6333,300MB,129
Srta. Clara da Luz,PR,Curitiba,-25.4284,-49.2733,1GB,199
Alícia Montenegro,CE,Fortaleza,-3.7319,-38.5267,100MB,99
Theo Souza,RJ,Rio de Janeiro,-22.9068,-43.1729,300MB,129
Josué Aragão,PE,Recife,-8.0476,-34.877,500MB,159
Maria Vitória Machado,RJ,Rio de Janeiro,-22.9068,-43.1729,1GB,199
Henry Gabriel da Mata,RJ,Rio de Janeiro,-22.9068,-43.1729,300MB,129
Natália Brito,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Alice Ribeiro,SP,São Paulo,-23.5505,-46.6333,100MB,99
Clara Moura,PR,Curitiba,-25.4284,-49.2733,500MB,159
João Macedo,PE,Recife,-8.0476,-34.877,100MB,99
Maria Helena Moreira,PR,Curitiba,-25.4284,-49.2733,500MB,159
Cecília Nunes,PR,Curitiba,-25.4284,-49.2733,1GB,199
Dr. Benício Nunes,CE,Fortaleza,-3.7319,-38.5267,300MB,129
Laura Ramos,SP,São Paulo,-23.5505,-46.6333,1GB,199
Sra. Manuela Oliveira,CE,Fortaleza,-3.7319,-38.5267,100MB,99
Sr. Luiz Henrique Correia,PR,Curitiba,-25.4284,-49.2733,100MB,99
Amanda da Conceição,CE,Fortaleza,-3.7319,-38.5267,300MB,129
Luiz Otávio Barros,BA,Salvador,-12.9714,-38.5014,300MB,129
Lívia Rios,CE,Fortaleza,-3.7319,-38.5267,100MB,99
Juliana da Cunha,BA,Salvador,-12.9714,-38.5014,500MB,159
Vitor Hugo da Mata,RJ,Rio de Janeiro,-22.9068,-43.1729,300MB,129
Dra. Eloá Camargo,SP,São Paulo,-23.5505,-46.6333,500MB,159
Heloisa Andrade,MG,Belo Horizonte,-19.9167,-43.9345,500MB,159
Lorenzo Castro,BA,Salvador,-12.9714,-38.5014,500MB,159
Anthony Gabriel Siqueira,CE,Fortaleza,-3.7319,-38.5267,300MB,129
Otto Cavalcanti,BA,Salvador,-12.9714,-38.5014,100MB,99
Clara Albuquerque,PR,Curitiba,-25.4284,-49.2733,100MB,99
Aylla Lopes,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
Benicio da Mota,PE,Recife,-8.0476,-34.877,100MB,99
Erick Sá,PE,Recife,-8.0476,-34.877,500MB,159
Sr. Davi Luiz Vieira,CE,Fortaleza,-3.7319,-38.5267,300MB,129
Fernanda Oliveira,PR,Curitiba,-25.4284,-49.2733,100MB,99
Maria Júlia Barros,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Danilo Gomes,SP,São Paulo,-23.5505,-46.6333,300MB,129
Augusto Ferreira,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
Pedro Miguel Peixoto,BA,Salvador,-12.9714,-38.5014,500MB,159
Eloah Pacheco,PE,Recife,-8.0476,-34.877,500MB,159
Bella Vieira,SP,São Paulo,-23.5505,-46.6333,100MB,99
Caio Pires,RJ,Rio de Janeiro,-22.9068,-43.1729,300MB,129
Theodoro Pinto,PR,Curitiba,-25.4284,-49.2733,300MB,129
Kamilly Duarte,MG,Belo Horizonte,-19.9167,-43.9345,300MB,129
Luísa Souza,CE,Fortaleza,-3.7319,-38.5267,1GB,199
Emanuella da Paz,MG,Belo Horizonte,-19.9167,-43.9345,500MB,159
Ana Júlia Nascimento,PR,Curitiba,-25.4284,-49.2733,300MB,129
Maria Flor Oliveira,CE,Fortaleza,-3.7319,-38.5267,500MB,159
Dr. Lorenzo Cardoso,PR,Curitiba,-25.4284,-49.2733,500MB,159
Benjamim Pacheco,PE,Recife,-8.0476,-34.877,100MB,99
Sra. Allana Campos,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Srta. Gabriela Azevedo,PE,Recife,-8.0476,-34.877,500MB,159
Dra. Catarina Pinto,MG,Belo Horizonte,-19.9167,-43.9345,300MB,129
Srta. Rafaela Nogueira,BA,Salvador,-12.9714,-38.5014,1GB,199
Carlos Eduardo Borges,BA,Salvador,-12.9714,-38.5014,500MB,159
Pietro Ramos,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Vitor Dias,PR,Curitiba,-25.4284,-49.2733,100MB,99
Paulo Melo,PR,Curitiba,-25.4284,-49.2733,300MB,129
Sra. Lívia Abreu,PE,Recife,-8.0476,-34.877,100MB,99
Dra. Manuella Macedo,BA,Salvador,-12.9714,-38.5014,300MB,129
Srta. Maria Eduarda Câmara,PR,Curitiba,-25.4284,-49.2733,100MB,99
Rhavi da Costa,PR,Curitiba,-25.4284,-49.2733,300MB,129
João Gabriel Vasconcelos,SP,São Paulo,-23.5505,-46.6333,100MB,99
Caroline Borges,PR,Curitiba,-25.4284,-49.2733,100MB,99
Rafaela Moreira,BA,Salvador,-12.9714,-38.5014,300MB,129
Manuella da Cruz,SP,São Paulo,-23.5505,-46.6333,100MB,99
Samuel Lopes,PR,Curitiba,-25.4284,-49.2733,500MB,159
Heloísa Aragão,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Natália Rocha,PE,Recife,-8.0476,-34.877,100MB,99
Zoe Sousa,MG,Belo Horizonte,-19.9167,-43.9345,300MB,129
Heloísa Cardoso,MG,Belo Horizonte,-19.9167,-43.9345,100MB,99
João Lucas Fonseca,CE,Fortaleza,-3.7319,-38.5267,100MB,99
Juliana Câmara,BA,Salvador,-12.9714,-38.5014,1GB,199
Dra. Kamilly das Neves,BA,Salvador,-12.9714,-38.5014,300MB,129
Carolina Vargas,SP,São Paulo,-23.5505,-46.6333,500MB,159
Maria Liz Nascimento,MG,Belo Horizonte,-19.9167,-43.9345,500MB,159
Bruno da Rosa,MG,Belo Horizonte,-19.9167,-43.9345,100MB,99
Vitor Gabriel da Cruz,CE,Fortaleza,-3.7319,-38.5267,100MB,99
Luna Albuquerque,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
João Freitas,PE,Recife,-8.0476,-34.877,100MB,99
Camila Campos,SP,São Paulo,-23.5505,-46.6333,300MB,129
Rael Siqueira,PR,Curitiba,-25.4284,-49.2733,500MB,159
Carlos Eduardo Vieira,PE,Recife,-8.0476,-34.877,1GB,199
Srta. Lavínia Melo,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Emanuelly da Costa,MG,Belo Horizonte,-19.9167,-43.9345,100MB,99
Felipe Costa,BA,Salvador,-12.9714,-38.5014,500MB,159
Stephany Novais,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Ana Julia Jesus,SP,São Paulo,-23.5505,-46.6333,500MB,159
Ana Liz Mendes,SP,São Paulo,-23.5505,-46.6333,100MB,99
Enzo da Paz,PE,Recife,-8.0476,-34.877,300MB,129
Manuela Brito,PR,Curitiba,-25.4284,-49.2733,300MB,129
Sr. Thomas Garcia,MG,Belo Horizonte,-19.9167,-43.9345,300MB,129
Sr. Renan Andrade,PE,Recife,-8.0476,-34.877,1GB,199
Vitor Hugo Campos,PE,Recife,-8.0476,-34.877,300MB,129
Dra. Amanda da Cunha,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Arthur Miguel Rodrigues,PR,Curitiba,-25.4284,-49.2733,500MB,159
Mateus Martins,BA,Salvador,-12.9714,-38.5014,300MB,129
Carolina Martins,PE,Recife,-8.0476,-34.877,500MB,159
Murilo da Mota,MG,Belo Horizonte,-19.9167,-43.9345,300MB,129
Pedro Lucas Pires,PE,Recife,-8.0476,-34.877,1GB,199
Calebe Silveira,MG,Belo Horizonte,-19.9167,-43.9345,100MB,99
Marina Fernandes,RJ,Rio de Janeiro,-22.9068,-43.1729,300MB,129
Pedro Lucas Gonçalves,BA,Salvador,-12.9714,-38.5014,300MB,129
Dra. Ana Laura Silveira,PR,Curitiba,-25.4284,-49.2733,100MB,99
Asafe da Luz,CE,Fortaleza,-3.7319,-38.5267,500MB,159
Srta. Lívia Câmara,CE,Fortaleza,-3.7319,-38.5267,300MB,129
Milena Monteiro,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Cauê Cavalcanti,MG,Belo Horizonte,-19.9167,-43.9345,100MB,99
Brenda Carvalho,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
Natália da Luz,BA,Salvador,-12.9714,-38.5014,1GB,199
Srta. Stephany Moura,SP,São Paulo,-23.5505,-46.6333,300MB,129
Stephany Viana,MG,Belo Horizonte,-19.9167,-43.9345,300MB,129
Laura Costa,MG,Belo Horizonte,-19.9167,-43.9345,100MB,99
Lucas Lima,BA,Salvador,-12.9714,-38.5014,500MB,159
Bryan Rodrigues,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Isaque Freitas,PE,Recife,-8.0476,-34.877,500MB,159
Francisco Araújo,CE,Fortaleza,-3.7319,-38.5267,500MB,159
Milena Fogaça,SP,São Paulo,-23.5505,-46.6333,1GB,199
Rhavi Sousa,PE,Recife,-8.0476,-34.877,500MB,159
Catarina da Paz,SP,São Paulo,-23.5505,-46.6333,300MB,129
Bruna Rodrigues,CE,Fortaleza,-3.7319,-38.5267,300MB,129
Aylla Rocha,PE,Recife,-8.0476,-34.877,1GB,199
Lucas Gabriel Rezende,PR,Curitiba,-25.4284,-49.2733,300MB,129
Dr. Breno Martins,PE,Recife,-8.0476,-34.877,100MB,99
Thomas Mendes,PR,Curitiba,-25.4284,-49.2733,300MB,129
Cauã da Rocha,PE,Recife,-8.0476,-34.877,100MB,99
Dr. Josué Fonseca,CE,Fortaleza,-3.7319,-38.5267,500MB,159
Bruno Vasconcelos,SP,São Paulo,-23.5505,-46.6333,100MB,99
Gael Henrique Cardoso,SP,São Paulo,-23.5505,-46.6333,500MB,159
Rafaela Sampaio,SP,São Paulo,-23.5505,-46.6333,100MB,99
Clarice Castro,PR,Curitiba,-25.4284,-49.2733,1GB,199
Liz Cunha,PR,Curitiba,-25.4284,-49.2733,500MB,159
Sra. Stephany Gomes,RJ,Rio de Janeiro,-22.9068,-43.1729,300MB,129
Henry Gabriel Mendes,MG,Belo Horizonte,-19.9167,-43.9345,300MB,129
Isabela Câmara,CE,Fortaleza,-3.7319,-38.5267,100MB,99
Isabela Pastor,PR,Curitiba,-25.4284,-49.2733,1GB,199
Henrique Silveira,MG,Belo Horizonte,-19.9167,-43.9345,100MB,99
José Pedro Ramos,CE,Fortaleza,-3.7319,-38.5267,1GB,199
Benjamin Cavalcante,PR,Curitiba,-25.4284,-49.2733,300MB,129
Alícia Sampaio,CE,Fortaleza,-3.7319,-38.5267,1GB,199
Dr. Luiz Felipe Costa,SP,São Paulo,-23.5505,-46.6333,300MB,129
